id,graduation_year,major,skills,is_mentor,bio,interests,degree,is_alumni
2410,2024,Marketing,"market analytics, presentation skills, CRM software, SQL, SEO",False,"A Marketing student pursuing a B.Tech. degree, expected graduation in 2024. Passionate about entrepreneurship, digital marketing, startup incubation, consumer behavior. Skilled in market analytics, presentation skills, CRM software, SQL, SEO. Eager to engage in innovative projects in management.","entrepreneurship, digital marketing, startup incubation, consumer behavior",B.Tech.,False
2411,2024,Physics,"MATLAB, physics simulations, lab techniques, spectroscopy, computational modeling, chemical analysis",False,"A Physics student pursuing a M.Tech. degree, expected graduation in 2024. Passionate about quantum mechanics, thermodynamics, chemical kinetics. Skilled in MATLAB, physics simulations, lab techniques, spectroscopy, computational modeling, chemical analysis. Eager to engage in innovative projects in physical.","quantum mechanics, thermodynamics, chemical kinetics",M.Tech.,False
2412,2016,Civil Engineering,"geotechnical modeling, Revit, surveying, project management, AutoCAD",True,"A Civil Engineering alumna with a BBA degree, graduated in 2016. Passionate about sustainable infrastructure, structural analysis, urban planning. Skilled in geotechnical modeling, Revit, surveying, project management, AutoCAD. Offers mentorship and engage in innovative projects in civil.","sustainable infrastructure, structural analysis, urban planning",BBA,True
2413,2025,Computer Science,"JavaScript, Java, Node.js, AWS, data structures",False,"A Computer Science student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about data analysis, cybersecurity, blockchain, mobile app development, machine learning. Skilled in JavaScript, Java, Node.js, AWS, data structures. Eager to engage in innovative projects in software.","data analysis, cybersecurity, blockchain, mobile app development, machine learning",Ph.D.,False
2414,2025,Mathematics,"numerical methods, statistical analysis, calculus, R programming, LaTeX, Python",False,"A Mathematics student pursuing a B.A. degree, expected graduation in 2025. Passionate about numerical analysis, statistical modeling, mathematical proofs. Skilled in numerical methods, statistical analysis, calculus, R programming, LaTeX, Python. Eager to engage in innovative projects in mathematical.","numerical analysis, statistical modeling, mathematical proofs",B.A.,False
2415,2016,Data Science,"React, TensorFlow, Node.js, JavaScript, C++, SQL",False,"A Data Science alumna with a Ph.D. degree, graduated in 2016. Passionate about cloud computing, blockchain, web development. Skilled in React, TensorFlow, Node.js, JavaScript, C++, SQL. Eager to engage in innovative projects in software.","cloud computing, blockchain, web development",Ph.D.,True
2416,2025,Economics,"policy analysis, econometrics, R programming, data analysis",False,"A Economics student pursuing a M.A. degree, expected graduation in 2025. Passionate about behavioral economics, labor economics, public policy. Skilled in policy analysis, econometrics, R programming, data analysis. Eager to engage in innovative projects in economic.","behavioral economics, labor economics, public policy",M.A.,False
2417,1969,Mechanical Engineering,"SolidWorks, ANSYS, thermodynamic modeling, mechanical design, CAD",True,"A Mechanical Engineering alumna with a B.Sc. degree, graduated in 1969. Passionate about renewable energy, aerospace propulsion, robotics. Skilled in SolidWorks, ANSYS, thermodynamic modeling, mechanical design, CAD. Offers mentorship and engage in innovative projects in mechanical.","renewable energy, aerospace propulsion, robotics",B.Sc.,True
2418,2014,Chemical Engineering,"reaction engineering, Aspen Plus, MATLAB, process simulation, chemical analysis, lab safety",False,"A Chemical Engineering alumna with a B.Eng. degree, graduated in 2014. Passionate about chemical synthesis, biochemical engineering, polymer science, nanotechnology. Skilled in reaction engineering, Aspen Plus, MATLAB, process simulation, chemical analysis, lab safety. Eager to engage in innovative projects in chemical.","chemical synthesis, biochemical engineering, polymer science, nanotechnology",B.Eng.,True
2419,2025,Chemical Engineering,"MATLAB, Aspen Plus, process simulation, lab safety, reaction engineering, chemical analysis",False,"A Chemical Engineering student pursuing a B.A. degree, expected graduation in 2025. Passionate about chemical synthesis, process engineering, nanotechnology, polymer science, biochemical engineering. Skilled in MATLAB, Aspen Plus, process simulation, lab safety, reaction engineering, chemical analysis. Eager to engage in innovative projects in chemical.","chemical synthesis, process engineering, nanotechnology, polymer science, biochemical engineering",B.A.,False
2420,2024,Chemistry,"MATLAB, physics simulations, chemical analysis, spectroscopy, lab techniques",True,"A Chemistry alumna with a M.A. degree, graduated in 2024. Passionate about materials science, quantum mechanics, chemical kinetics. Skilled in MATLAB, physics simulations, chemical analysis, spectroscopy, lab techniques. Offers mentorship and engage in innovative projects in physical.","materials science, quantum mechanics, chemical kinetics",M.A.,True
2421,2022,Mechanical Engineering,"CAD, project management, MATLAB, thermodynamic modeling, SolidWorks, finite element analysis",False,"A Mechanical Engineering alumna with a B.Eng. degree, graduated in 2022. Passionate about fluid dynamics, mechatronics, 3D printing. Skilled in CAD, project management, MATLAB, thermodynamic modeling, SolidWorks, finite element analysis. Eager to engage in innovative projects in mechanical.","fluid dynamics, mechatronics, 3D printing",B.Eng.,True
2422,1986,English Literature,"content creation, proofreading, writing, editing",False,"A English Literature alumna with a BBA degree, graduated in 1986. Passionate about publishing, literary analysis, novel studies, cultural criticism. Skilled in content creation, proofreading, writing, editing. Eager to engage in innovative projects in literature.","publishing, literary analysis, novel studies, cultural criticism",BBA,True
2423,1992,Computer Science,"algorithms, C++, Python, React",True,"A Computer Science alumna with a M.Eng. degree, graduated in 1992. Passionate about cloud computing, AI, deep learning, cybersecurity, blockchain. Skilled in algorithms, C++, Python, React. Offers mentorship and engage in innovative projects in software.","cloud computing, AI, deep learning, cybersecurity, blockchain",M.Eng.,True
2424,2023,Psychology,"SPSS, data visualization, clinical skills, empathy training, qualitative research, counseling",False,"A Psychology student pursuing a B.Eng. degree, expected graduation in 2023. Passionate about cognitive therapy, mental health, neuropsychology, behavioral economics. Skilled in SPSS, data visualization, clinical skills, empathy training, qualitative research, counseling. Eager to engage in innovative projects in behavioral.","cognitive therapy, mental health, neuropsychology, behavioral economics",B.Eng.,False
2425,2024,Biology,"data analysis, experimental design, PCR, lab techniques",False,"A Biology student pursuing a M.A. degree, expected graduation in 2024. Passionate about genetics, ecology, bioinformatics, conservation, molecular biology. Skilled in data analysis, experimental design, PCR, lab techniques. Eager to engage in innovative projects in biological.","genetics, ecology, bioinformatics, conservation, molecular biology",M.A.,False
2426,2006,Physics,"spectroscopy, physics simulations, MATLAB, chemical analysis, lab techniques, computational modeling",True,"A Physics alumna with a B.A. degree, graduated in 2006. Passionate about organic synthesis, chemical kinetics, astrophysics, thermodynamics, quantum mechanics. Skilled in spectroscopy, physics simulations, MATLAB, chemical analysis, lab techniques, computational modeling. Offers mentorship and engage in innovative projects in physical.","organic synthesis, chemical kinetics, astrophysics, thermodynamics, quantum mechanics",B.A.,True
2427,1973,English Literature,"writing, proofreading, public speaking, critical thinking, editing",False,"A English Literature alumna with a B.Sc. degree, graduated in 1973. Passionate about poetry, cultural criticism, publishing. Skilled in writing, proofreading, public speaking, critical thinking, editing. Eager to engage in innovative projects in literature.","poetry, cultural criticism, publishing",B.Sc.,True
2428,2024,Mechanical Engineering,"project management, mechanical design, finite element analysis, SolidWorks, MATLAB",True,"A Mechanical Engineering student pursuing a M.A. degree, expected graduation in 2024. Passionate about automotive design, renewable energy, mechatronics. Skilled in project management, mechanical design, finite element analysis, SolidWorks, MATLAB. Offers mentorship and engage in innovative projects in mechanical.","automotive design, renewable energy, mechatronics",M.A.,False
2429,1998,Physics,"chemical analysis, lab techniques, MATLAB, computational modeling, physics simulations",True,"A Physics alumna with a B.Sc. degree, graduated in 1998. Passionate about thermodynamics, chemical kinetics, astrophysics. Skilled in chemical analysis, lab techniques, MATLAB, computational modeling, physics simulations. Offers mentorship and engage in innovative projects in physical.","thermodynamics, chemical kinetics, astrophysics",B.Sc.,True
2430,1996,Aerospace Engineering,"CAD, mechanical design, finite element analysis, CNC machining, MATLAB, thermodynamic modeling",False,"A Aerospace Engineering alumna with a B.A. degree, graduated in 1996. Passionate about thermodynamics, robotics, mechatronics. Skilled in CAD, mechanical design, finite element analysis, CNC machining, MATLAB, thermodynamic modeling. Eager to engage in innovative projects in mechanical.","thermodynamics, robotics, mechatronics",B.A.,True
2431,2025,Political Science,"archival research, policy analysis, historical documentation, qualitative research",False,"A Political Science student pursuing a M.Tech. degree, expected graduation in 2025. Passionate about public policy, historical research, international relations. Skilled in archival research, policy analysis, historical documentation, qualitative research. Eager to engage in innovative projects in historical.","public policy, historical research, international relations",M.Tech.,False
2432,2025,Marketing,"CRM software, market analytics, SEO, presentation skills, SQL",False,"A Marketing student pursuing a B.Sc. degree, expected graduation in 2025. Passionate about startup incubation, market research, consumer behavior, brand management, entrepreneurship. Skilled in CRM software, market analytics, SEO, presentation skills, SQL. Eager to engage in innovative projects in management.","startup incubation, market research, consumer behavior, brand management, entrepreneurship",B.Sc.,False
2433,2007,Mathematics,"numerical methods, LaTeX, calculus, R programming, Python, statistical analysis",False,"A Mathematics alumna with a B.Sc. degree, graduated in 2007. Passionate about game theory, mathematical proofs, cryptography. Skilled in numerical methods, LaTeX, calculus, R programming, Python, statistical analysis. Eager to engage in innovative projects in mathematical.","game theory, mathematical proofs, cryptography",B.Sc.,True
2434,2025,Finance,"Excel, SQL, financial analysis, accounting, financial modeling, risk assessment",False,"A Finance student pursuing a B.A. degree, expected graduation in 2025. Passionate about financial modeling, corporate finance, investment strategies, blockchain, risk management. Skilled in Excel, SQL, financial analysis, accounting, financial modeling, risk assessment. Eager to engage in innovative projects in finance.","financial modeling, corporate finance, investment strategies, blockchain, risk management",B.A.,False
2435,2025,Physics,"physics simulations, chemical analysis, lab techniques, MATLAB, spectroscopy, computational modeling",False,"A Physics student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about organic synthesis, thermodynamics, chemical kinetics, materials science, quantum mechanics. Skilled in physics simulations, chemical analysis, lab techniques, MATLAB, spectroscopy, computational modeling. Eager to engage in innovative projects in physical.","organic synthesis, thermodynamics, chemical kinetics, materials science, quantum mechanics",Ph.D.,False
2436,2019,Psychology,"counseling, clinical skills, data visualization, empathy training, SPSS, qualitative research",False,"A Psychology alumna with a M.A. degree, graduated in 2019. Passionate about mental health, behavioral economics, neuropsychology, healthcare ethics, patient care. Skilled in counseling, clinical skills, data visualization, empathy training, SPSS, qualitative research. Eager to engage in innovative projects in behavioral.","mental health, behavioral economics, neuropsychology, healthcare ethics, patient care",M.A.,True
2437,1987,Chemical Engineering,"chemical analysis, Aspen Plus, lab safety, process simulation, MATLAB, reaction engineering",False,"A Chemical Engineering alumna with a B.Eng. degree, graduated in 1987. Passionate about chemical synthesis, process engineering, polymer science, sustainability, biochemical engineering. Skilled in chemical analysis, Aspen Plus, lab safety, process simulation, MATLAB, reaction engineering. Eager to engage in innovative projects in chemical.","chemical synthesis, process engineering, polymer science, sustainability, biochemical engineering",B.Eng.,True
2438,2023,Mathematics,"R programming, statistical analysis, calculus, Python",False,"A Mathematics student pursuing a M.Eng. degree, expected graduation in 2023. Passionate about numerical analysis, game theory, mathematical proofs, statistical modeling. Skilled in R programming, statistical analysis, calculus, Python. Eager to engage in innovative projects in mathematical.","numerical analysis, game theory, mathematical proofs, statistical modeling",M.Eng.,False
2439,1980,Nursing,"clinical skills, SPSS, data visualization, counseling",False,"A Nursing alumna with a BBA degree, graduated in 1980. Passionate about neuropsychology, behavioral economics, healthcare ethics, mental health. Skilled in clinical skills, SPSS, data visualization, counseling. Eager to engage in innovative projects in behavioral.","neuropsychology, behavioral economics, healthcare ethics, mental health",BBA,True
2440,1968,Chemical Engineering,"process simulation, reaction engineering, lab safety, MATLAB, chemical analysis, Aspen Plus",False,"A Chemical Engineering alumna with a Ph.D. degree, graduated in 1968. Passionate about process engineering, chemical synthesis, biochemical engineering. Skilled in process simulation, reaction engineering, lab safety, MATLAB, chemical analysis, Aspen Plus. Eager to engage in innovative projects in chemical.","process engineering, chemical synthesis, biochemical engineering",Ph.D.,True
2441,2014,Mathematics,"numerical methods, LaTeX, calculus, Python, R programming, statistical analysis",True,"A Mathematics alumna with a M.Eng. degree, graduated in 2014. Passionate about mathematical proofs, cryptography, statistical modeling, numerical analysis, game theory. Skilled in numerical methods, LaTeX, calculus, Python, R programming, statistical analysis. Offers mentorship and engage in innovative projects in mathematical.","mathematical proofs, cryptography, statistical modeling, numerical analysis, game theory",M.Eng.,True
2442,2024,Environmental Science,"field research, GIS, data analysis, remote sensing",False,"A Environmental Science student pursuing a M.A. degree, expected graduation in 2024. Passionate about sustainability, ecology, renewable energy, climate change. Skilled in field research, GIS, data analysis, remote sensing. Eager to engage in innovative projects in environmental.","sustainability, ecology, renewable energy, climate change",M.A.,False
2443,2024,Data Science,"SQL, Docker, Node.js, algorithms, Python, Java",True,"A Data Science alumna with a MBA degree, graduated in 2024. Passionate about data analysis, blockchain, cloud computing, big data, machine learning. Skilled in SQL, Docker, Node.js, algorithms, Python, Java. Offers mentorship and engage in innovative projects in software.","data analysis, blockchain, cloud computing, big data, machine learning",MBA,True
2444,2024,English Literature,"critical thinking, content creation, editing, public speaking, proofreading",False,"A English Literature alumna with a B.Eng. degree, graduated in 2024. Passionate about creative writing, publishing, cultural criticism, poetry, novel studies. Skilled in critical thinking, content creation, editing, public speaking, proofreading. Eager to engage in innovative projects in literature.","creative writing, publishing, cultural criticism, poetry, novel studies",B.Eng.,True
2445,2025,Data Science,"React, SQL, Docker, C++, JavaScript, Java",False,"A Data Science alumna with a Ph.D. degree, graduated in 2025. Passionate about machine learning, mobile app development, big data, web development. Skilled in React, SQL, Docker, C++, JavaScript, Java. Eager to engage in innovative projects in software.","machine learning, mobile app development, big data, web development",Ph.D.,True
2446,1992,Biology,"PCR, data analysis, lab techniques, microscopy",True,"A Biology alumna with a M.Eng. degree, graduated in 1992. Passionate about microbiology, bioinformatics, ecology, molecular biology. Skilled in PCR, data analysis, lab techniques, microscopy. Offers mentorship and engage in innovative projects in biological.","microbiology, bioinformatics, ecology, molecular biology",M.Eng.,True
2447,2005,English Literature,"proofreading, content creation, critical thinking, public speaking",False,"A English Literature alumna with a Ph.D. degree, graduated in 2005. Passionate about publishing, poetry, literary analysis, theater, creative writing. Skilled in proofreading, content creation, critical thinking, public speaking. Eager to engage in innovative projects in literature.","publishing, poetry, literary analysis, theater, creative writing",Ph.D.,True
2448,2024,Economics,"econometrics, statistical modeling, policy analysis, data analysis, R programming",False,"A Economics alumna with a Ph.D. degree, graduated in 2024. Passionate about public policy, economic forecasting, behavioral economics, game theory, labor economics. Skilled in econometrics, statistical modeling, policy analysis, data analysis, R programming. Eager to engage in innovative projects in economic.","public policy, economic forecasting, behavioral economics, game theory, labor economics",Ph.D.,True
2449,2000,History,"policy analysis, qualitative research, survey design, archival research",True,"A History alumna with a MBA degree, graduated in 2000. Passionate about cultural studies, historical research, public policy, international relations. Skilled in policy analysis, qualitative research, survey design, archival research. Offers mentorship and engage in innovative projects in historical.","cultural studies, historical research, public policy, international relations",MBA,True
2450,1996,Finance,"financial analysis, accounting, risk assessment, financial modeling, SQL, Excel",True,"A Finance alumna with a Ph.D. degree, graduated in 1996. Passionate about investment strategies, risk management, blockchain, financial modeling, corporate finance. Skilled in financial analysis, accounting, risk assessment, financial modeling, SQL, Excel. Offers mentorship and engage in innovative projects in finance.","investment strategies, risk management, blockchain, financial modeling, corporate finance",Ph.D.,True
2451,2025,Mechanical Engineering,"CAD, CNC machining, mechanical design, project management, thermodynamic modeling, SolidWorks",False,"A Mechanical Engineering student pursuing a BBA degree, expected graduation in 2025. Passionate about 3D printing, material science, aerospace propulsion, mechatronics. Skilled in CAD, CNC machining, mechanical design, project management, thermodynamic modeling, SolidWorks. Eager to engage in innovative projects in mechanical.","3D printing, material science, aerospace propulsion, mechatronics",BBA,False
2452,1980,English Literature,"content creation, research, proofreading, writing, critical thinking",False,"A English Literature alumna with a B.A. degree, graduated in 1980. Passionate about literary analysis, publishing, creative writing. Skilled in content creation, research, proofreading, writing, critical thinking. Eager to engage in innovative projects in literature.","literary analysis, publishing, creative writing",B.A.,True
2453,2024,Psychology,"counseling, empathy training, qualitative research, data visualization, clinical skills, SPSS",False,"A Psychology student pursuing a MBA degree, expected graduation in 2024. Passionate about patient care, neuropsychology, healthcare ethics. Skilled in counseling, empathy training, qualitative research, data visualization, clinical skills, SPSS. Eager to engage in innovative projects in behavioral.","patient care, neuropsychology, healthcare ethics",MBA,False
2454,2023,Mathematics,"Python, statistical analysis, R programming, LaTeX",False,"A Mathematics student pursuing a M.Tech. degree, expected graduation in 2023. Passionate about numerical analysis, mathematical proofs, game theory, cryptography. Skilled in Python, statistical analysis, R programming, LaTeX. Eager to engage in innovative projects in mathematical.","numerical analysis, mathematical proofs, game theory, cryptography",M.Tech.,False
2455,2024,Nursing,"data visualization, SPSS, clinical skills, counseling, qualitative research",False,"A Nursing student pursuing a BBA degree, expected graduation in 2024. Passionate about mental health, neuropsychology, cognitive therapy. Skilled in data visualization, SPSS, clinical skills, counseling, qualitative research. Eager to engage in innovative projects in behavioral.","mental health, neuropsychology, cognitive therapy",BBA,False
2456,1996,Electrical Engineering,"signal processing, PCB design, power system analysis, PLC programming, VHDL",True,"A Electrical Engineering alumna with a M.Eng. degree, graduated in 1996. Passionate about control systems, renewable energy, signal processing, microelectronics. Skilled in signal processing, PCB design, power system analysis, PLC programming, VHDL. Offers mentorship and engage in innovative projects in electrical.","control systems, renewable energy, signal processing, microelectronics",M.Eng.,True
2457,1978,Biology,"microscopy, lab techniques, bioinformatics, PCR, data analysis",True,"A Biology alumna with a BBA degree, graduated in 1978. Passionate about biotechnology, bioinformatics, genetics, conservation. Skilled in microscopy, lab techniques, bioinformatics, PCR, data analysis. Offers mentorship and engage in innovative projects in biological.","biotechnology, bioinformatics, genetics, conservation",BBA,True
2458,2024,Political Science,"historical documentation, qualitative research, archival research, survey design, policy analysis",False,"A Political Science student pursuing a M.A. degree, expected graduation in 2024. Passionate about historical research, archaeology, public policy, cultural studies. Skilled in historical documentation, qualitative research, archival research, survey design, policy analysis. Eager to engage in innovative projects in historical.","historical research, archaeology, public policy, cultural studies",M.A.,False
2459,2025,History,"policy analysis, qualitative research, historical documentation, survey design, archival research",False,"A History student pursuing a B.Tech. degree, expected graduation in 2025. Passionate about cultural studies, international relations, public policy. Skilled in policy analysis, qualitative research, historical documentation, survey design, archival research. Eager to engage in innovative projects in historical.","cultural studies, international relations, public policy",B.Tech.,False
2460,1996,Biology,"lab techniques, bioinformatics, microscopy, PCR, experimental design",False,"A Biology alumna with a Ph.D. degree, graduated in 1996. Passionate about bioinformatics, ecology, biotechnology, conservation, genetics. Skilled in lab techniques, bioinformatics, microscopy, PCR, experimental design. Eager to engage in innovative projects in biological.","bioinformatics, ecology, biotechnology, conservation, genetics",Ph.D.,True
2461,2024,Psychology,"empathy training, clinical skills, qualitative research, counseling",True,"A Psychology student pursuing a M.Eng. degree, expected graduation in 2024. Passionate about mental health, neuropsychology, behavioral economics, patient care. Skilled in empathy training, clinical skills, qualitative research, counseling. Offers mentorship and engage in innovative projects in behavioral.","mental health, neuropsychology, behavioral economics, patient care",M.Eng.,False
2462,2025,Chemical Engineering,"reaction engineering, MATLAB, process simulation, Aspen Plus, chemical analysis, lab safety",False,"A Chemical Engineering student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about nanotechnology, polymer science, sustainability. Skilled in reaction engineering, MATLAB, process simulation, Aspen Plus, chemical analysis, lab safety. Eager to engage in innovative projects in chemical.","nanotechnology, polymer science, sustainability",Ph.D.,False
2463,2019,History,"historical documentation, policy analysis, archival research, qualitative research",False,"A History alumna with a M.A. degree, graduated in 2019. Passionate about public policy, cultural studies, archaeology, international relations, historical research. Skilled in historical documentation, policy analysis, archival research, qualitative research. Eager to engage in innovative projects in historical.","public policy, cultural studies, archaeology, international relations, historical research",M.A.,True
2464,2025,Marketing,"market analytics, SQL, CRM software, Excel, SEO, presentation skills",False,"A Marketing student pursuing a B.A. degree, expected graduation in 2025. Passionate about consumer behavior, startup incubation, brand management, digital marketing. Skilled in market analytics, SQL, CRM software, Excel, SEO, presentation skills. Eager to engage in innovative projects in management.","consumer behavior, startup incubation, brand management, digital marketing",B.A.,False
2465,2005,Computer Science,"SQL, React, JavaScript, algorithms, Node.js, Java",False,"A Computer Science alumna with a BBA degree, graduated in 2005. Passionate about deep learning, software development, cybersecurity, big data, AI. Skilled in SQL, React, JavaScript, algorithms, Node.js, Java. Eager to engage in innovative projects in software.","deep learning, software development, cybersecurity, big data, AI",BBA,True
2466,2007,Mathematics,"statistical analysis, Python, calculus, R programming, LaTeX",True,"A Mathematics alumna with a B.Sc. degree, graduated in 2007. Passionate about mathematical proofs, game theory, cryptography, numerical analysis, statistical modeling. Skilled in statistical analysis, Python, calculus, R programming, LaTeX. Offers mentorship and engage in innovative projects in mathematical.","mathematical proofs, game theory, cryptography, numerical analysis, statistical modeling",B.Sc.,True
2467,2025,Aerospace Engineering,"CNC machining, MATLAB, SolidWorks, mechanical design, thermodynamic modeling",False,"A Aerospace Engineering student pursuing a B.A. degree, expected graduation in 2025. Passionate about renewable energy, material science, thermodynamics, 3D printing, mechatronics. Skilled in CNC machining, MATLAB, SolidWorks, mechanical design, thermodynamic modeling. Eager to engage in innovative projects in mechanical.","renewable energy, material science, thermodynamics, 3D printing, mechatronics",B.A.,False
2468,2023,Political Science,"archival research, policy analysis, historical documentation, survey design",True,"A Political Science student pursuing a MBA degree, expected graduation in 2023. Passionate about cultural studies, public policy, international relations, historical research, archaeology. Skilled in archival research, policy analysis, historical documentation, survey design. Offers mentorship and engage in innovative projects in historical.","cultural studies, public policy, international relations, historical research, archaeology",MBA,False
2469,2025,Environmental Science,"data analysis, field research, environmental modeling, remote sensing, GIS",False,"A Environmental Science student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about climate change, ecology, sustainability, renewable energy, conservation. Skilled in data analysis, field research, environmental modeling, remote sensing, GIS. Eager to engage in innovative projects in environmental.","climate change, ecology, sustainability, renewable energy, conservation",Ph.D.,False
2470,2025,Finance,"Excel, financial modeling, risk assessment, SQL, financial analysis",False,"A Finance student pursuing a B.Tech. degree, expected graduation in 2025. Passionate about financial modeling, corporate finance, risk management, investment strategies, blockchain. Skilled in Excel, financial modeling, risk assessment, SQL, financial analysis. Eager to engage in innovative projects in finance.","financial modeling, corporate finance, risk management, investment strategies, blockchain",B.Tech.,False
2471,2006,Physics,"lab techniques, spectroscopy, chemical analysis, physics simulations",True,"A Physics alumna with a M.Sc. degree, graduated in 2006. Passionate about quantum mechanics, chemical kinetics, organic synthesis, thermodynamics, materials science. Skilled in lab techniques, spectroscopy, chemical analysis, physics simulations. Offers mentorship and engage in innovative projects in physical.","quantum mechanics, chemical kinetics, organic synthesis, thermodynamics, materials science",M.Sc.,True
2472,2025,Economics,"R programming, data analysis, statistical modeling, econometrics",True,"A Economics student pursuing a B.Eng. degree, expected graduation in 2025. Passionate about behavioral economics, labor economics, economic forecasting, game theory. Skilled in R programming, data analysis, statistical modeling, econometrics. Offers mentorship and engage in innovative projects in economic.","behavioral economics, labor economics, economic forecasting, game theory",B.Eng.,False
2473,2025,Chemical Engineering,"reaction engineering, chemical analysis, process simulation, MATLAB",False,"A Chemical Engineering student pursuing a M.Tech. degree, expected graduation in 2025. Passionate about chemical synthesis, sustainability, biochemical engineering, nanotechnology. Skilled in reaction engineering, chemical analysis, process simulation, MATLAB. Eager to engage in innovative projects in chemical.","chemical synthesis, sustainability, biochemical engineering, nanotechnology",M.Tech.,False
2474,2024,Physics,"computational modeling, spectroscopy, chemical analysis, lab techniques, physics simulations, MATLAB",False,"A Physics student pursuing a B.A. degree, expected graduation in 2024. Passionate about chemical kinetics, astrophysics, quantum mechanics, materials science, organic synthesis. Skilled in computational modeling, spectroscopy, chemical analysis, lab techniques, physics simulations, MATLAB. Eager to engage in innovative projects in physical.","chemical kinetics, astrophysics, quantum mechanics, materials science, organic synthesis",B.A.,False
2475,2023,Data Science,"JavaScript, AWS, Java, data structures",False,"A Data Science student pursuing a Ph.D. degree, expected graduation in 2023. Passionate about deep learning, software development, mobile app development. Skilled in JavaScript, AWS, Java, data structures. Eager to engage in innovative projects in software.","deep learning, software development, mobile app development",Ph.D.,False
2476,2025,English Literature,"writing, proofreading, public speaking, editing",False,"A English Literature student pursuing a B.A. degree, expected graduation in 2025. Passionate about theater, creative writing, cultural criticism, novel studies, literary analysis. Skilled in writing, proofreading, public speaking, editing. Eager to engage in innovative projects in literature.","theater, creative writing, cultural criticism, novel studies, literary analysis",B.A.,False
2477,1987,Psychology,"empathy training, counseling, data visualization, clinical skills, qualitative research, SPSS",False,"A Psychology alumna with a B.Sc. degree, graduated in 1987. Passionate about patient care, mental health, cognitive therapy, neuropsychology. Skilled in empathy training, counseling, data visualization, clinical skills, qualitative research, SPSS. Eager to engage in innovative projects in behavioral.","patient care, mental health, cognitive therapy, neuropsychology",B.Sc.,True
2478,2023,Environmental Science,"remote sensing, environmental modeling, field research, GIS, data analysis",False,"A Environmental Science student pursuing a M.Sc. degree, expected graduation in 2023. Passionate about ecology, renewable energy, conservation, climate change, sustainability. Skilled in remote sensing, environmental modeling, field research, GIS, data analysis. Eager to engage in innovative projects in environmental.","ecology, renewable energy, conservation, climate change, sustainability",M.Sc.,False
2479,2025,Chemical Engineering,"MATLAB, lab safety, process simulation, Aspen Plus, chemical analysis, reaction engineering",False,"A Chemical Engineering student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about polymer science, sustainability, nanotechnology. Skilled in MATLAB, lab safety, process simulation, Aspen Plus, chemical analysis, reaction engineering. Eager to engage in innovative projects in chemical.","polymer science, sustainability, nanotechnology",Ph.D.,False
2480,2025,Civil Engineering,"surveying, project management, AutoCAD, geotechnical modeling",True,"A Civil Engineering student pursuing a B.A. degree, expected graduation in 2025. Passionate about structural analysis, sustainable infrastructure, bridge design, water resources. Skilled in surveying, project management, AutoCAD, geotechnical modeling. Offers mentorship and engage in innovative projects in civil.","structural analysis, sustainable infrastructure, bridge design, water resources",B.A.,False
2481,2007,Mechanical Engineering,"CAD, project management, MATLAB, ANSYS, finite element analysis, SolidWorks",True,"A Mechanical Engineering alumna with a M.Eng. degree, graduated in 2007. Passionate about fluid dynamics, automotive design, aerospace propulsion, mechatronics. Skilled in CAD, project management, MATLAB, ANSYS, finite element analysis, SolidWorks. Offers mentorship and engage in innovative projects in mechanical.","fluid dynamics, automotive design, aerospace propulsion, mechatronics",M.Eng.,True
2482,2025,Biology,"lab techniques, bioinformatics, PCR, experimental design",False,"A Biology student pursuing a B.A. degree, expected graduation in 2025. Passionate about molecular biology, ecology, genetics. Skilled in lab techniques, bioinformatics, PCR, experimental design. Eager to engage in innovative projects in biological.","molecular biology, ecology, genetics",B.A.,False
2483,2023,Political Science,"historical documentation, survey design, archival research, policy analysis, qualitative research",False,"A Political Science alumna with a B.Tech. degree, graduated in 2023. Passionate about cultural studies, historical research, international relations, public policy, archaeology. Skilled in historical documentation, survey design, archival research, policy analysis, qualitative research. Eager to engage in innovative projects in historical.","cultural studies, historical research, international relations, public policy, archaeology",B.Tech.,True
2484,2000,History,"policy analysis, qualitative research, survey design, historical documentation, archival research",False,"A History alumna with a M.Eng. degree, graduated in 2000. Passionate about archaeology, historical research, international relations, cultural studies. Skilled in policy analysis, qualitative research, survey design, historical documentation, archival research. Eager to engage in innovative projects in historical.","archaeology, historical research, international relations, cultural studies",M.Eng.,True
2485,2011,Mechanical Engineering,"finite element analysis, CAD, ANSYS, thermodynamic modeling, CNC machining, SolidWorks",False,"A Mechanical Engineering alumna with a B.Eng. degree, graduated in 2011. Passionate about renewable energy, mechatronics, robotics. Skilled in finite element analysis, CAD, ANSYS, thermodynamic modeling, CNC machining, SolidWorks. Eager to engage in innovative projects in mechanical.","renewable energy, mechatronics, robotics",B.Eng.,True
2486,2014,Marketing,"presentation skills, CRM software, SQL, SEO, Excel, market analytics",True,"A Marketing alumna with a BBA degree, graduated in 2014. Passionate about market research, entrepreneurship, digital marketing. Skilled in presentation skills, CRM software, SQL, SEO, Excel, market analytics. Offers mentorship and engage in innovative projects in management.","market research, entrepreneurship, digital marketing",BBA,True
